county,sitename,Date,pm2.5,pm10,no,no2,nox,co,so2,o3,AQI,status
NCR,Manila,2015-01-01,38.62943407349052,31.32876615328879,15.288450831390504,58.49554673028026,39.10551870768551,0.7848916430123837,19.42851074366471,27.3370207367523,109.0,emergency
NCR,Manila,2015-02-01,6.300796330133032,11.097888166683008,3.3481361268361822,8.369900694828628,6.21055951548235,0.1338052267393428,2.22224423382132,55.02851071583463,26.0,fair
NCR,Manila,2015-03-01,16.43324169575922,16.820883613063522,3.288825542574634,11.499655046039203,7.837894711965334,0.2647758576736503,7.5042254303725695,37.42007040552845,53.5,very unhealthy
NCR,Manila,2015-04-01,26.56568706138541,53.52596193586145,12.045346404202794,38.1787332420661,26.618762212522515,1.1503888831858338,12.78620662692382,49.36351489787637,81.0,acutely unhealthy
NCR,Manila,2015-05-01,19.807533194983645,46.6441463782335,8.100735388137373,25.302696471255448,17.7038188854782,0.6866482905928826,4.654953877196805,32.731068191586225,67.0,acutely unhealthy
NCR,Manila,2015-06-01,27.79959699225037,62.32760445800857,15.36026598536152,37.454502084835816,27.991827077204587,0.6315070094994968,3.9135309638719615,53.58424221021978,84.0,acutely unhealthy
NCR,Manila,2015-07-01,14.96574720702728,34.948756735592234,5.546420663449733,16.26366670529901,11.559346305436836,0.576365728406111,3.172108050547118,59.7825973118519,57.0,acutely unhealthy
NCR,Manila,2015-08-01,27.4275296403518,23.05138163668298,11.500621889794392,16.20629161987522,11.108918856036942,0.2050689684502525,3.0314606741715644,65.98095241348402,84.5,acutely unhealthy
NCR,Manila,2015-09-01,39.88931207367632,31.951370626374697,17.45482311613905,53.02748646711028,37.35562407912215,1.94516476983107,12.961368045553712,43.18888786781667,112.0,emergency
NCR,Manila,2015-10-01,22.12934884489137,40.85135961606642,14.893592992386724,23.59491379016464,20.39890859475222,0.8073930047838009,12.334095099767422,39.666851865475685,72.0,acutely unhealthy
NCR,Manila,2015-11-01,36.012923070318855,56.09457101712162,23.40245377837095,58.77377472046457,43.55340110438283,1.6101430202182223,18.17165505731818,34.73528517017565,102.0,emergency
NCR,Manila,2015-12-01,13.628777206798148,33.12462881754341,4.735526681507502,13.84275240341844,9.84648791501075,0.4480096472047308,6.465244656673438,44.22888657812882,54.0,very unhealthy
NCR,Manila,2016-01-01,26.83425913212226,42.017700618393874,20.84329460244641,39.70066813669092,32.08830025174279,0.8875412376645855,13.921182685102607,39.58002832399422,82.0,acutely unhealthy
NCR,Manila,2016-02-01,36.663838845648,37.66306616626935,24.65061890349203,57.27371952517786,43.41989936719505,0.9184618663526444,16.689316598781986,46.49319132856418,104.0,emergency
